Título,Link da Oferta,Desconto,Preço Promocional,Preço Normal
Hatsune Miku VR,https://store.playstation.com/pt-br/product/UP1056-CUSA17107_00-MIKUVRUS00000000,-50%,"R$66,95","R$133,90"
Hatsune Miku VR - 5 songs pack 1,https://store.playstation.com/pt-br/product/UP1056-CUSA17107_00-MIKUVRUSSONGS100,-30%,"R$45,15","R$64,50"
Hatsune Miku VR - 5 songs pack 2,https://store.playstation.com/pt-br/product/UP1056-CUSA17107_00-MIKUVRUSSONGS200,-30%,"R$45,15","R$64,50"
Hatsune Miku VR - 5 songs pack 3,https://store.playstation.com/pt-br/product/UP1056-CUSA17107_00-MIKUVRUSSONGS300,-30%,"R$45,15","R$64,50"
Owlboy,https://store.playstation.com/pt-br/product/UP4218-CUSA09914_00-OWLBOY0000000000,-65%,"R$36,36","R$103,90"
Panzer Dragoon: Remake,https://store.playstation.com/pt-br/product/UP4199-CUSA20051_00-PANZERDRAGOON001,-90%,"R$13,39","R$133,90"
Putty Squad,https://store.playstation.com/pt-br/product/UP4037-CUSA00452_00-PUTTYSQUADPS4USP,-75%,"R$33,47","R$133,90"
Radical Rex (QUByte Classics),https://store.playstation.com/pt-br/product/UP2158-CUSA33972_00-RADICALREX1PS4NA,-50%,"R$21,45","R$42,90"
Raji: An Ancient Epic,https://store.playstation.com/pt-br/product/UP5729-CUSA20607_00-RAJIANANCIENTEPI,-75%,"R$33,47","R$133,90"
Spelunker HD Deluxe,https://store.playstation.com/pt-br/product/UP8012-CUSA28755_00-SPELUNKERHDDLXUS,-80%,"R$26,78","R$133,90"
Stranded Sails – Explorers of the Cursed Islands,https://store.playstation.com/pt-br/product/UP1260-CUSA16696_00-STRANDEDSAILSUS1,-85%,"R$18,67","R$124,50"
Toy Stunt Bike: Tiptop's Trials,https://store.playstation.com/pt-br/product/UP3789-CUSA14288_00-0000000000000000,-40%,"R$16,14","R$26,90"
Dragon Audit,https://store.playstation.com/pt-br/product/UP2597-CUSA23046_00-DRAGONAUDITSIEAC,-70%,"R$16,17","R$53,90"
Dragon Audit: Deluxe Edition,https://store.playstation.com/pt-br/product/UP2597-CUSA23046_00-DRAGONAUDITDSIEA,-70%,"R$23,97","R$79,90"
Betomis PS4 & PS5,https://store.playstation.com/pt-br/product/UP2005-PPSA15532_00-BETOMIS000000000,-40%,"R$16,14","R$26,90"
Cattle & Cultivation,https://store.playstation.com/pt-br/product/UP2715-CUSA05451_00-FARM17PS4USDLC10,-75%,"R$6,72","R$26,90"
DARKGEMS,https://store.playstation.com/pt-br/product/UP8553-CUSA46161_00-0911294587610140,-40%,"R$16,14","R$26,90"
Farmer & Forestry Bundle,https://store.playstation.com/pt-br/product/UP2715-CUSA05451_00-FAFOBUNDLEPS4US0,-75%,"R$39,97","R$159,90"
Professional Farmer 2017,https://store.playstation.com/pt-br/product/UP2715-CUSA05451_00-FARM17PS4US00000,-75%,"R$26,22","R$104,90"
Professional Farmer 2017 - Gold Edition,https://store.playstation.com/pt-br/product/UP2715-CUSA05451_00-PF17GOLDBUNPS4US,-75%,"R$24,87","R$99,50"
World of Farming Bundle,https://store.playstation.com/pt-br/product/UP2715-CUSA05451_00-WORLDFARMBUNDNA0,-75%,"R$46,97","R$187,90"
World of Simulators Bundle,https://store.playstation.com/pt-br/product/UP2715-CUSA05451_00-WORLDOFSIMBUNDNA,-75%,"R$66,22","R$264,90"
Bocce - Bolas,https://store.playstation.com/pt-br/product/UP7552-CUSA34592_00-8764260648956601,-40%,"R$25,74","R$42,90"
Coffin Dodgers,https://store.playstation.com/pt-br/product/UP4459-CUSA04084_00-COFFINDODGERSPS4,-70%,"R$14,97","R$49,90"
Gem Smashers,https://store.playstation.com/pt-br/product/UP3515-CUSA07572_00-000GEMSMASHERS3D,-70%,"R$9,57","R$31,90"
GENSOU Skydrift,https://store.playstation.com/pt-br/product/UP8068-CUSA20094_00-0000000000000000,-70%,"R$38,67","R$128,90"
Gods Will Fall - Valiant Edition,https://store.playstation.com/pt-br/product/UP2047-CUSA19065_00-GWFVALIANTSTSIEA,-85%,"R$15,73","R$104,90"
Gods Will Fall - Valley of the Dormant Gods,https://store.playstation.com/pt-br/product/UP2047-CUSA19065_00-GWFVOTDGSIEA0000,-65%,"R$15,01","R$42,90"
QUByte Classics - The Immortal by PIKO,https://store.playstation.com/pt-br/product/UP2158-CUSA30476_00-6367413835818672,-50%,"R$21,45","R$42,90"
Re.Surs,https://store.playstation.com/pt-br/product/UP6139-CUSA34689_00-5188217272288673,-30%,"R$30,03","R$42,90"
Snake vs Snake,https://store.playstation.com/pt-br/product/UP7617-CUSA37184_00-9875632321792654,-70%,"R$6,45","R$21,50"
Back Again PS4 & PS5,https://store.playstation.com/pt-br/product/UP2005-PPSA07597_00-BACKAGAIN0000000,-50%,"R$7,95","R$15,90"
Driverio,https://store.playstation.com/pt-br/product/UP7668-CUSA37002_00-9993630565991198,-20%,"R$4,40","R$5,50"
Pretty Girls Rivers PS4 & PS5,https://store.playstation.com/pt-br/product/UP2005-PPSA06746_00-PGRIVERS00000000,-60%,"R$12,76","R$31,90"
Rocketio 3,https://store.playstation.com/pt-br/product/UP7668-CUSA38032_00-0450990732001788,-20%,"R$8,72","R$10,90"
Rocketio,https://store.playstation.com/pt-br/product/UP7668-CUSA37536_00-7649482297816403,-20%,"R$4,40","R$5,50"
Dessert DIY: Complete Edition,https://store.playstation.com/pt-br/product/UP2833-CUSA43299_00-0292314625440660,-35%,"R$24,37","R$37,50"
Mega Bundle - 2 Games + Avatars + Themes,https://store.playstation.com/pt-br/product/UP1570-CUSA10609_00-8244126595514272,-30%,"R$48,93","R$69,90"
Pretty Bird 8,https://store.playstation.com/pt-br/product/UP7668-CUSA37010_00-5260018309160817,-20%,"R$8,72","R$10,90"
Xump Jump,https://store.playstation.com/pt-br/product/UP7668-CUSA35224_00-8747064766417558,-20%,"R$6,32","R$7,90"
Bump Jump,https://store.playstation.com/pt-br/product/UP7668-CUSA35075_00-2218822154271542,-20%,"R$6,32","R$7,90"
Nump Jump,https://store.playstation.com/pt-br/product/UP7668-CUSA35342_00-8022650892592036,-20%,"R$6,32","R$7,90"
Alone Musc,https://store.playstation.com/pt-br/product/UP5641-CUSA45344_00-0523931791660058,-30%,"R$7,63","R$10,90"
"Evan, Daniel and Friends",https://store.playstation.com/pt-br/product/UP6072-CUSA23513_00-6220580331409558,-40%,"R$9,54","R$15,90"
Fast Striker,https://store.playstation.com/pt-br/product/UP2005-CUSA13742_00-FASTSTRIKER00000,-75%,"R$9,37","R$37,50"
Funtoon's World,https://store.playstation.com/pt-br/product/UP3362-CUSA41722_00-0120688083043978,-80%,"R$7,50","R$37,50"
Park Racer,https://store.playstation.com/pt-br/product/UP7552-CUSA45099_00-0215293715933096,-40%,"R$16,14","R$26,90"
Word Mesh,https://store.playstation.com/pt-br/product/UP5792-CUSA32760_00-2240854324987697,-40%,"R$22,50","R$37,50"
Reckless auto racing,https://store.playstation.com/pt-br/product/UP7234-CUSA37970_00-1133498034223727,-50%,"R$18,75","R$37,50"
Reckless Auto Racing Avatar Full Game Bundle,https://store.playstation.com/pt-br/product/UP7234-CUSA37970_00-0192031687991514,-50%,"R$18,75","R$37,50"
Brain in Retro Space with VS Mode,https://store.playstation.com/pt-br/product/UP5641-CUSA17347_00-EGBRAINRETROSP01,-40%,"R$19,14","R$31,90"
Mages and Treasures PS4 & PS5,https://store.playstation.com/pt-br/product/UP0891-PPSA06260_00-RGMAGESANDTREASU,-70%,"R$8,07","R$26,90"
A Light in the Dark,https://store.playstation.com/pt-br/product/UP0737-CUSA17248_00-0000000000000000,-30%,"R$73,43","R$104,90"
Aeon Must Die!,https://store.playstation.com/pt-br/product/UP4133-CUSA17136_00-AEONMUSTDIE00000,-70%,"R$31,47","R$104,90"
Anima: Gate of memories,https://store.playstation.com/pt-br/product/UP1340-CUSA04586_00-GATE0OF0MEMORIES,-80%,"R$19,90","R$99,50"
ASSAULT GUNNERS HD EDITION,https://store.playstation.com/pt-br/product/UP4680-CUSA11393_00-ASSAULTGUNNERS00,-70%,"R$16,17","R$53,90"
Astalon: Tears Of The Earth,https://store.playstation.com/pt-br/product/UP4127-CUSA25970_00-ASTALONUS0000000,-50%,"R$52,45","R$104,90"
Beats Fever,https://store.playstation.com/pt-br/product/UP3329-CUSA14646_00-BEATSFEVER0000AM,-50%,"R$52,45","R$104,90"
Blackguards 2,https://store.playstation.com/pt-br/product/UP2060-CUSA07381_00-DAEDAKALYBLACKG2,-85%,"R$7,42","R$49,50"
Carly and the Reaperman - Escape from the Underworld,https://store.playstation.com/pt-br/product/UP2545-CUSA15587_00-0000000000000000,-80%,"R$20,98","R$104,90"
Color Zen,https://store.playstation.com/pt-br/product/UP0853-CUSA04781_00-0000000000000000,-20%,"R$17,20","R$21,50"
Dark Rose Valkyrie,https://store.playstation.com/pt-br/product/UP0031-CUSA06963_00-GAMEDARKROSEUSA0,-65%,"R$29,22","R$83,50"
Drive on Moscow,https://store.playstation.com/pt-br/product/UP4136-CUSA10565_00-DRIVEMOSCOWUSA01,-51%,"R$26,41","R$53,90"
Eagle Island Twist,https://store.playstation.com/pt-br/product/UP5420-CUSA17464_00-1965091719921124,-20%,"R$15,12","R$18,90"
Edahi & Dohai,https://store.playstation.com/pt-br/product/UP4035-CUSA20090_00-NAUGHTEDAHIDLC00,-85%,"R$6,43","R$42,90"
Edna & Harvey: The Breakout – Anniversary Edition,https://store.playstation.com/pt-br/product/UP1440-CUSA17671_00-DAENAEDNAANNI001,-85%,"R$12,52","R$83,50"
Effie,https://store.playstation.com/pt-br/product/UP5642-CUSA16400_00-EFFIEUSA00000000,-70%,"R$29,85","R$99,50"
Evertried,https://store.playstation.com/pt-br/product/UP4127-CUSA28069_00-EVERTRIEDPS4US00,-50%,"R$52,45","R$104,90"
Fashion Police Squad,https://store.playstation.com/pt-br/product/UP4256-PPSA07354_00-5464086580600573,-55%,"R$47,20","R$104,90"
Goetia,https://store.playstation.com/pt-br/product/UP4199-CUSA20310_00-GOETIA0000000001,-90%,"R$5,39","R$53,90"
Heart of the Woods,https://store.playstation.com/pt-br/product/UP0737-CUSA27439_00-0265103651506215,-30%,"R$73,43","R$104,90"
Hermitage: Strange Case Files,https://store.playstation.com/pt-br/product/UP5701-CUSA28498_00-0201947685371544,-50%,"R$52,45","R$104,90"
Horse Racing 2016,https://store.playstation.com/pt-br/product/UP3362-CUSA06943_00-HORSERACING20161,-80%,"R$10,78","R$53,90"
Industry Giant 2,https://store.playstation.com/pt-br/product/UP2715-CUSA06522_00-INDUSTRYG2PS4US0,-75%,"R$31,12","R$124,50"
Industry Giant 2 - Gold Edition,https://store.playstation.com/pt-br/product/UP2715-CUSA06522_00-IG2BUNDLEPS4US00,-75%,"R$26,22","R$104,90"
Industry Giant 2: 1980-2020,https://store.playstation.com/pt-br/product/UP2715-CUSA06522_00-IG2PS4GOLDDLCUS0,-75%,"R$6,72","R$26,90"
Instant Sports Winter Games,https://store.playstation.com/pt-br/product/UP1309-PPSA08072_00-9289434640934386,-50%,"R$52,45","R$104,90"
Jump Stars,https://store.playstation.com/pt-br/product/UP4395-CUSA05809_00-JUMPSTARSPS4US00,-80%,"R$10,78","R$53,90"
Knights of Pen and Paper +1 Deluxier Edition,https://store.playstation.com/pt-br/product/UP1309-CUSA11957_00-KNIGHTSPENPAPER1,-75%,"R$26,22","R$104,90"
KURSK,https://store.playstation.com/pt-br/product/UP4199-CUSA28018_00-6234229945085159,-90%,"R$10,49","R$104,90"
Lacuna,https://store.playstation.com/pt-br/product/UP5290-CUSA29932_00-7465873015639856,-80%,"R$20,98","R$104,90"
LUNARK,https://store.playstation.com/pt-br/product/UP2053-PPSA12664_00-LUNARK0PS50US000,-50%,"R$52,45","R$104,90"
Maze,https://store.playstation.com/pt-br/product/UP4947-CUSA17893_00-MAZEGAMEFULL1234,-65%,"R$18,86","R$53,90"
Mosaic,https://store.playstation.com/pt-br/product/UP2320-CUSA15258_00-KRILLBITEMOSAIC0,-80%,"R$16,70","R$83,50"
n Verlore Verstand - edição de luxo,https://store.playstation.com/pt-br/product/UP3616-CUSA12080_00-0000000000000010,-80%,"R$20,98","R$104,90"
Naught (Game + Avatar Pack),https://store.playstation.com/pt-br/product/UP4035-CUSA20090_00-NAUGHTAVATARBUND,-85%,"R$15,73","R$104,90"
Offroad Racing,https://store.playstation.com/pt-br/product/UP7552-CUSA36500_00-2533690881530981,-40%,"R$16,14","R$26,90"
Omega Quintet,https://store.playstation.com/pt-br/product/UP0031-CUSA01915_00-GAMEOMEGAQUINTET,-60%,"R$35,00","R$87,50"
Phoenotopia: Awakening,https://store.playstation.com/pt-br/product/UP0881-CUSA28690_00-2406084891948323,-40%,"R$62,94","R$104,90"
Project Root,https://store.playstation.com/pt-br/product/UP2059-CUSA01306_00-PROJECTROOTOPQAM,-80%,"R$10,78","R$53,90"
Quiz Time,https://store.playstation.com/pt-br/product/UP3362-CUSA41670_00-0002588008053198,-80%,"R$10,78","R$53,90"
Racing Game Pack,https://store.playstation.com/pt-br/product/UP3362-CUSA06943_00-8880109849822519,-80%,"R$13,98","R$69,90"
RIOT - Civil Unrest,https://store.playstation.com/pt-br/product/UP1260-CUSA13056_00-RIOTUS0000000001,-90%,"R$9,95","R$99,50"
Robox,https://store.playstation.com/pt-br/product/UP3803-CUSA16633_00-ROBOXSCEE403JULY,-80%,"R$10,78","R$53,90"
Rock of Ages 2: Complete Bundle,https://store.playstation.com/pt-br/product/UP0005-CUSA04624_00-ROA2CLASSICBUNDL,-80%,"R$20,98","R$104,90"
Rooten,https://store.playstation.com/pt-br/product/UP6139-CUSA33713_00-0460464507993036,-75%,"R$6,72","R$26,90"
Soccer Story,https://store.playstation.com/pt-br/product/UP4256-PPSA06313_00-SOCCERSTORYPS5US,-60%,"R$41,96","R$104,90"
SPACE RIFT - Episode 1,https://store.playstation.com/pt-br/product/UP1842-CUSA06215_00-SPACERIFT0000000,-90%,"R$10,49","R$104,90"
State of Mind,https://store.playstation.com/pt-br/product/UP1440-CUSA08281_00-DAESTOMNA0000001,-90%,"R$9,95","R$99,50"
Sudagi,https://store.playstation.com/pt-br/product/UP4035-CUSA20090_00-NAUGHTSUDAGIDLC0,-75%,"R$5,37","R$21,50"
Table Tennis,https://store.playstation.com/pt-br/product/UP3803-CUSA24023_00-6897936428437634,-80%,"R$10,78","R$53,90"
The Darkest Tales,https://store.playstation.com/pt-br/product/UP4851-CUSA35007_00-7213947882606848,-50%,"R$52,45","R$104,90"
The Giants Bundle,https://store.playstation.com/pt-br/product/UP2715-CUSA06522_00-THEGIANTSBUNDNA0,-75%,"R$39,97","R$159,90"
The Library of Babel,https://store.playstation.com/pt-br/product/UP4338-PPSA09272_00-79740489LOBPS5NA,-50%,"R$49,75","R$99,50"
The Longest Road on Earth,https://store.playstation.com/pt-br/product/UP2320-PPSA05658_00-THELONGESTROAD00,-65%,"R$18,86","R$53,90"
THE ORIGIN: Blind Maid,https://store.playstation.com/pt-br/product/UP1340-CUSA28403_00-2483492965234357,-45%,"R$54,72","R$99,50"
The True,https://store.playstation.com/pt-br/product/UP1570-CUSA24233_00-7613959156327874,-30%,"R$37,73","R$53,90"
The Wild Eight,https://store.playstation.com/pt-br/product/UP4416-CUSA20528_00-THEWILDEIGHT2020,-85%,"R$15,73","R$104,90"
Tin Can,https://store.playstation.com/pt-br/product/UP4713-PPSA15215_00-0038284799546071,-35%,"R$68,18","R$104,90"
Tin Can - Original Tracks,https://store.playstation.com/pt-br/product/UP4713-PPSA15215_00-0058799628031052,-35%,"R$17,48","R$26,90"
Tin Can - Supporter Edition,https://store.playstation.com/pt-br/product/UP4713-PPSA15215_00-0338406692467091,-35%,"R$77,93","R$119,90"
Ultimate ADOM - Caverns of Chaos,https://store.playstation.com/pt-br/product/UP5290-CUSA32145_00-3227570963928992,-75%,"R$26,22","R$104,90"
Violett,https://store.playstation.com/pt-br/product/UP4199-CUSA27461_00-3201833320083779,-90%,"R$5,39","R$53,90"
We. The Revolution,https://store.playstation.com/pt-br/product/UP4713-CUSA15425_00-WE0THEREVOLUTION,-80%,"R$20,98","R$104,90"
Where the Water Tastes Like Wine,https://store.playstation.com/pt-br/product/UP0604-CUSA16372_00-0000000000WTWTLW,-80%,"R$20,98","R$104,90"
Agriculture PS4 & PS5,https://store.playstation.com/pt-br/product/UP2005-PPSA15400_00-AGRICULTURE00000,-50%,"R$13,45","R$26,90"
Caverns of Mars: Recharged,https://store.playstation.com/pt-br/product/UP0182-CUSA40330_00-0768706455396452,-50%,"R$26,95","R$53,90"
Pretty Bird 9,https://store.playstation.com/pt-br/product/UP7668-CUSA38048_00-8529774689560405,-20%,"R$8,72","R$10,90"
#SinucaAttack,https://store.playstation.com/pt-br/product/UP2005-CUSA25068_00-SINUCA0000000000,-70%,"R$8,07","R$26,90"
A YEAR OF SPRINGS PS4 & PS5,https://store.playstation.com/pt-br/product/UP0891-PPSA05311_00-RGAYEAROFSPRINGS,-50%,"R$13,45","R$26,90"
LoveChoice PS4 & PS5,https://store.playstation.com/pt-br/product/UP0891-PPSA04707_00-RATALALOVECHOICE,-60%,"R$10,76","R$26,90"
LASSO CATCH,https://store.playstation.com/pt-br/product/UP8553-CUSA46189_00-0061131356689037,-40%,"R$3,30","R$5,50"
Lord Winklebottom Investigates,https://store.playstation.com/pt-br/product/UP5766-CUSA42415_00-0194314303677396,-25%,"R$72,67","R$96,90"
Gump Jump,https://store.playstation.com/pt-br/product/UP7668-CUSA35059_00-0414286651229671,-20%,"R$6,32","R$7,90"
Pixel Driver,https://store.playstation.com/pt-br/product/UP7617-CUSA43226_00-0871852361637267,-70%,"R$9,57","R$31,90"
Pretty Girls Speed PS4 & PS5,https://store.playstation.com/pt-br/product/UP2005-PPSA07473_00-PGSPEED000000000,-60%,"R$12,76","R$31,90"
Shadows of Kurgansk,https://store.playstation.com/pt-br/product/UP4432-CUSA29458_00-4120089833557294,-70%,"R$28,47","R$94,90"
Black Wolf PS4 & PS5,https://store.playstation.com/pt-br/product/UP2005-PPSA07469_00-BLACKWOLF0000000,-50%,"R$7,95","R$15,90"
Kruger 2,https://store.playstation.com/pt-br/product/UP7668-CUSA36058_00-3437855190704255,-20%,"R$12,72","R$15,90"
Rocketio 2,https://store.playstation.com/pt-br/product/UP7668-CUSA38019_00-9057312947617306,-20%,"R$8,72","R$10,90"
Vump Jump,https://store.playstation.com/pt-br/product/UP7668-CUSA35159_00-4380812089736898,-20%,"R$6,32","R$7,90"
Bloody Shooters Bundle,https://store.playstation.com/pt-br/product/UP2764-CUSA07853_00-BUTCHLICHTBUNDLE,-65%,"R$31,46","R$89,90"
BUTCHER - Special Edition Bundle,https://store.playstation.com/pt-br/product/UP2764-CUSA07853_00-BUTCHERPS4DELUXE,-55%,"R$31,45","R$69,90"
Extreme Formula Championship,https://store.playstation.com/pt-br/product/UP3362-CUSA42163_00-0889236482520597,-80%,"R$8,58","R$42,90"
Feudal Alloy,https://store.playstation.com/pt-br/product/UP4628-CUSA15272_00-0000111122223335,-90%,"R$8,99","R$89,90"
Lump Jump,https://store.playstation.com/pt-br/product/UP7668-CUSA34455_00-7938363725456068,-20%,"R$6,32","R$7,90"
Pretty Bird 7,https://store.playstation.com/pt-br/product/UP7668-CUSA37006_00-4767916453756404,-20%,"R$10,80","R$13,50"
Happi Basudei,https://store.playstation.com/pt-br/product/UP8553-CUSA41478_00-0096081468789816,-70%,"R$8,07","R$26,90"
Tump Jump,https://store.playstation.com/pt-br/product/UP7668-CUSA35104_00-8709486985088564,-20%,"R$6,32","R$7,90"
Aces of the Luftwaffe,https://store.playstation.com/pt-br/product/UP0977-CUSA02456_00-AOTL201407280941,-80%,"R$5,38","R$26,90"
Blackwood Crossing,https://store.playstation.com/pt-br/product/UP0963-CUSA04880_00-BLACKWOODCROSSIN,-50%,"R$42,45","R$84,90"
Death Becomes You PS4™ & PS5®,https://store.playstation.com/pt-br/product/UP0891-PPSA11405_00-DEATHBECOMESYORG,-50%,"R$21,45","R$42,90"
Halloween Bubble Shooter,https://store.playstation.com/pt-br/product/UP5792-CUSA45575_00-0470243879880007,-40%,"R$6,54","R$10,90"
Legend of Arcadieu Bundle PS4 & PS5,https://store.playstation.com/pt-br/product/UP6472-PPSA08167_00-LEGENDOFARCADIEU,-50%,"R$21,45","R$42,90"
LIT: Bend the Light,https://store.playstation.com/pt-br/product/UP6607-CUSA33734_00-1500368599441792,-40%,"R$25,74","R$42,90"
My Little Prince - A jigsaw puzzle tale,https://store.playstation.com/pt-br/product/UP7958-CUSA40886_00-MYLITTLEPRINCENA,-50%,"R$10,75","R$21,50"
Red Ball Escape,https://store.playstation.com/pt-br/product/UP7543-CUSA34818_00-9762997969177318,-75%,"R$6,72","R$26,90"
Santa's Xmas Adventure,https://store.playstation.com/pt-br/product/UP3515-CUSA25445_00-SANTASXMASADVUSA,-70%,"R$5,97","R$19,90"
Magi Trials PS4 & PS5,https://store.playstation.com/pt-br/product/UP6472-PPSA06428_00-MAGITRIALS000000,-50%,"R$21,45","R$42,90"
Flipy,https://store.playstation.com/pt-br/product/UP7668-CUSA38056_00-2694076167054018,-20%,"R$8,72","R$10,90"
Mermaidio 3,https://store.playstation.com/pt-br/product/UP7668-CUSA38036_00-3797980549803039,-20%,"R$8,72","R$10,90"
890B,https://store.playstation.com/pt-br/product/UP2005-CUSA26511_00-890B000000000000,-70%,"R$8,07","R$26,90"
A HERO AND A GARDEN PS4™ & PS5™,https://store.playstation.com/pt-br/product/UP0891-PPSA13368_00-RGHEROANDAGARDEN,-50%,"R$13,45","R$26,90"
Aces of the Luftwaffe - Squadron,https://store.playstation.com/pt-br/product/UP0977-CUSA08179_00-AOTLS22002171006,-70%,"R$23,97","R$79,90"
Adrian's Tale,https://store.playstation.com/pt-br/product/UP1570-CUSA36451_00-2100995907922580,-60%,"R$31,96","R$79,90"
Batbarian: Testament of the Primordials,https://store.playstation.com/pt-br/product/UP4127-CUSA24965_00-BATBARIANUS00000,-50%,"R$39,95","R$79,90"
Bonds of the Skies,https://store.playstation.com/pt-br/product/UP2500-CUSA14691_00-US0BOFTHES000PS4,-50%,"R$39,95","R$79,90"
Bubble Bubble Ocean,https://store.playstation.com/pt-br/product/UP7552-CUSA36883_00-3462373888197392,-40%,"R$16,14","R$26,90"
Collapsed,https://store.playstation.com/pt-br/product/UP6607-CUSA27092_00-1423026363436064,-55%,"R$35,95","R$79,90"
Defend the Rook,https://store.playstation.com/pt-br/product/UP4713-PPSA17664_00-0350013113594921,-40%,"R$47,94","R$79,90"
Defend the Rook - Supporter Edition,https://store.playstation.com/pt-br/product/UP4713-PPSA17664_00-0132957788772362,-40%,"R$62,94","R$104,90"
Defend the Rook - Supporter Pack,https://store.playstation.com/pt-br/product/UP4713-CUSA40532_00-0931877232895323,-40%,"R$25,74","R$42,90"
Defend the Rook - Supporter Pack,https://store.playstation.com/pt-br/product/UP4713-PPSA17664_00-0659057257079028,-40%,"R$25,74","R$42,90"
Dragon Sinker,https://store.playstation.com/pt-br/product/UP2500-CUSA10472_00-US0DSINKER000PS4,-50%,"R$39,95","R$79,90"
Driven Out,https://store.playstation.com/pt-br/product/UP2641-CUSA16065_00-DRIVENOUT0000002,-60%,"R$31,96","R$79,90"
Forgotten Hill Disillusion PS4 & PS5,https://store.playstation.com/pt-br/product/UP0891-PPSA05791_00-RGFORGOTTENHILLD,-70%,"R$8,07","R$26,90"
Ghost Sync,https://store.playstation.com/pt-br/product/UP2500-PPSA05744_00-US0GHOSTSYNC0PS5,-45%,"R$43,94","R$79,90"
Gladiator: Blades of Fury,https://store.playstation.com/pt-br/product/UP3362-CUSA14515_00-GLADIATORBOFSA99,-80%,"R$5,38","R$26,90"
Guns of Icarus Alliance: PS4™ Edition,https://store.playstation.com/pt-br/product/UP0456-CUSA09099_00-GUNSOFICARUSALNC,-75%,"R$6,72","R$26,90"
I Hate Running Backwards,https://store.playstation.com/pt-br/product/UP3643-CUSA12259_00-000000000000IHRB,-90%,"R$7,99","R$79,90"
Iron Snout,https://store.playstation.com/pt-br/product/UP0891-CUSA14958_00-RAGAMESIRONSNOUT,-80%,"R$5,38","R$26,90"
Listeria Wars,https://store.playstation.com/pt-br/product/UP8647-CUSA42650_00-0425256417831310,-25%,"R$20,17","R$26,90"
Neversong,https://store.playstation.com/pt-br/product/UP0604-CUSA16527_00-ONCEUPONACOMAPS4,-70%,"R$23,97","R$79,90"
Outbreak: Lost Hope,https://store.playstation.com/pt-br/product/UP6088-CUSA24067_00-4765379924513531,-65%,"R$24,46","R$69,90"
Pixel Ripped 1989,https://store.playstation.com/pt-br/product/UP4906-CUSA12322_00-6663429942732996,-40%,"R$44,70","R$74,50"
Planet Cube: Edge,https://store.playstation.com/pt-br/product/UP7680-CUSA38348_00-6181509390087618,-50%,"R$39,95","R$79,90"
Planet Cube: Edge,https://store.playstation.com/pt-br/product/UP7680-PPSA11502_00-7262139651354993,-50%,"R$39,95","R$79,90"
Raging Justice,https://store.playstation.com/pt-br/product/UP4064-CUSA11805_00-RAGINGJUSTICE000,-50%,"R$31,25","R$62,50"
Red Bow,https://store.playstation.com/pt-br/product/UP0891-CUSA17405_00-RATALAIKAGREDBOW,-80%,"R$5,38","R$26,90"
Roarr! Jurassic Edition,https://store.playstation.com/pt-br/product/UP4713-CUSA15768_00-ROARRJURASSIC100,-75%,"R$6,72","R$26,90"
Roombo: First Blood,https://store.playstation.com/pt-br/product/UP3310-CUSA19205_00-2019200819881985,-60%,"R$10,76","R$26,90"
Serial Cleaner,https://store.playstation.com/pt-br/product/UP4395-CUSA08171_00-SERIALCLEANERUSX,-80%,"R$15,98","R$79,90"
Shape of the World,https://store.playstation.com/pt-br/product/UP1309-PPSA02354_00-1024422330615562,-80%,"R$15,98","R$79,90"
Suhoshin,https://store.playstation.com/pt-br/product/UP7756-CUSA36205_00-9671328998227128,-60%,"R$31,96","R$79,90"
SURVIVE! MR.CUBE,https://store.playstation.com/pt-br/product/UP4873-CUSA12160_00-0000000000000000,-80%,"R$15,98","R$79,90"
Swords and Soldiers 2 Shawarmageddon,https://store.playstation.com/pt-br/product/UP4362-CUSA10972_00-SWORDSNSOLDIERS2,-50%,"R$39,95","R$79,90"
Syrup and The Ultimate Sweet,https://store.playstation.com/pt-br/product/UP0891-CUSA18292_00-RGSYRUPULTISWEET,-70%,"R$8,07","R$26,90"
Tanuki Justice,https://store.playstation.com/pt-br/product/UP2212-CUSA27272_00-0929041076591451,-50%,"R$37,25","R$74,50"
The Childs Sight,https://store.playstation.com/pt-br/product/UP4199-CUSA26816_00-0382712721694782,-90%,"R$2,69","R$26,90"
The Forbidden Arts,https://store.playstation.com/pt-br/product/UP5409-CUSA15294_00-SFC1963987011012,-70%,"R$23,97","R$79,90"
The Innsmouth Case,https://store.playstation.com/pt-br/product/UP5290-CUSA27535_00-3957729481318159,-90%,"R$7,99","R$79,90"
The Long Reach,https://store.playstation.com/pt-br/product/UP1260-CUSA08983_00-THELONGREACHUS01,-90%,"R$7,99","R$79,90"
Toby: The Secret Mine,https://store.playstation.com/pt-br/product/UP0825-CUSA08237_00-TOBYSECPS4SIEE00,-90%,"R$7,99","R$79,90"
Tower Up,https://store.playstation.com/pt-br/product/UP5792-CUSA44059_00-0129610673748664,-40%,"R$9,54","R$15,90"
Trails and Traces: The Tomb of Thomas Tew PS4 & PS5,https://store.playstation.com/pt-br/product/UP0891-PPSA03549_00-RAGATRAILSTRACES,-70%,"R$8,07","R$26,90"
Transiruby,https://store.playstation.com/pt-br/product/UP0881-CUSA32150_00-4513144489174530,-30%,"R$55,93","R$79,90"
Twin Robots,https://store.playstation.com/pt-br/product/UP0891-CUSA06485_00-RATAG0TWINROBOTS,-80%,"R$5,38","R$26,90"
